STUSPS,COUNTYGEOID,Population,riskType,risk
AK,02050,17013,Total Neurological (hazard quotient),0.014043158910526
AK,02060,997,Total Neurological (hazard quotient),0.014194301110369
AK,02068,1826,Total Neurological (hazard quotient),0.01431225725643
AK,02070,4847,Total Neurological (hazard quotient),0.014872752239905
AK,02090,97567,Total Neurological (hazard quotient),0.031564899516275
AK,02100,2508,Total Neurological (hazard quotient),0.014027892866046
AK,02105,2150,Total Neurological (hazard quotient),0.014056225488118
AK,02110,31275,Total Neurological (hazard quotient),0.017886814139276
AK,02122,55397,Total Neurological (hazard quotient),0.016617147905845
AK,02130,13477,Total Neurological (hazard quotient),0.016444182031259
AK,02150,13590,Total Neurological (hazard quotient),0.014984900886787
AK,02164,1630,Total Neurological (hazard quotient),0.013883161656989
AK,02170,88995,Total Neurological (hazard quotient),0.021566964329363
AK,02180,9492,Total Neurological (hazard quotient),0.014301583524296
AK,02185,9430,Total Neurological (hazard quotient),0.022688493296189
AK,02188,7523,Total Neurological (hazard quotient),0.072884905351172
AK,02195,3815,Total Neurological (hazard quotient),0.015143219479026
AK,02198,5559,Total Neurological (hazard quotient),0.014090468751158
AK,02220,8881,Total Neurological (hazard quotient),0.016151419273496
AK,02230,968,Total Neurological (hazard quotient),0.016260246154551
AK,02240,7029,Total Neurological (hazard quotient),0.014136291755726
AK,02261,9636,Total Neurological (hazard quotient),0.014498174844986
AK,02158,7459,Total Neurological (hazard quotient),0.01393588191721
AK,02275,2369,Total Neurological (hazard quotient),0.014491270902326
AK,02282,662,Total Neurological (hazard quotient),0.014204631557204
AK,02290,5588,Total Neurological (hazard quotient),0.014073486686766
AZ,04001,71518,Total Neurological (hazard quotient),0.016421981810441
AZ,04003,131346,Total Neurological (hazard quotient),0.017777835250657
AZ,04005,134421,Total Neurological (hazard quotient),0.019626910812001
AZ,04007,53596,Total Neurological (hazard quotient),0.023764369776156
AZ,04009,37220,Total Neurological (hazard quotient),0.021733888489102
AZ,04011,8437,Total Neurological (hazard quotient),0.024819408715072
AZ,04012,20489,Total Neurological (hazard quotient),0.018411015041517
AZ,04013,3817117,Total Neurological (hazard quotient),0.030027651095887
AZ,04015,200186,Total Neurological (hazard quotient),0.021010074751515
AZ,04017,107449,Total Neurological (hazard quotient),0.018495883626265
AZ,04019,980258,Total Neurological (hazard quotient),0.035651142827752
AZ,04021,375770,Total Neurological (hazard quotient),0.025745644864897
AZ,04023,47420,Total Neurological (hazard quotient),0.02050197279461
AZ,04025,211033,Total Neurological (hazard quotient),0.021282154415516
AZ,04027,195751,Total Neurological (hazard quotient),0.024889619470524
AR,05001,19019,Total Neurological (hazard quotient),0.025286093606049
AR,05003,21853,Total Neurological (hazard quotient),0.024367984587262
AR,05005,41513,Total Neurological (hazard quotient),0.02648288451574
AR,05007,221339,Total Neurological (hazard quotient),0.029194510313482
AR,05009,36903,Total Neurological (hazard quotient),0.023249521107821
AR,05011,11508,Total Neurological (hazard quotient),0.022593472000447
AR,05013,5368,Total Neurological (hazard quotient),0.021933170032059
AR,05015,27446,Total Neurological (hazard quotient),0.019504573446614
AR,05017,11800,Total Neurological (hazard quotient),0.02038644710683
AR,05019,22995,Total Neurological (hazard quotient),0.024585365950665
AR,05021,16083,Total Neurological (hazard quotient),0.022777623256613
AR,05023,25970,Total Neurological (hazard quotient),0.024106037838688
AR,05025,8689,Total Neurological (hazard quotient),0.019467334874699
AR,05027,24552,Total Neurological (hazard quotient),0.024117473230772
AR,05029,21273,Total Neurological (hazard quotient),0.025041826608149
AR,05031,96443,Total Neurological (hazard quotient),0.028081728532494
AR,05033,61948,Total Neurological (hazard quotient),0.028024223316169
AR,05035,50902,Total Neurological (hazard quotient),0.033428472940097
AR,05037,17870,Total Neurological (hazard quotient),0.028757835079268
AR,05039,8116,Total Neurological (hazard quotient),0.01894220514878
AR,05041,13008,Total Neurological (hazard quotient),0.021881005407641
AR,05043,18509,Total Neurological (hazard quotient),0.020800650103226
AR,05045,113237,Total Neurological (hazard quotient),0.031972655753005
AR,05047,18125,Total Neurological (hazard quotient),0.025646184150861
AR,05049,12245,Total Neurological (hazard quotient),0.02068583710784
AR,05051,96024,Total Neurological (hazard quotient),0.027172568299329
AR,05053,17853,Total Neurological (hazard quotient),0.02170260276067
AR,05055,42090,Total Neurological (hazard quotient),0.032792142769092
AR,05057,22609,Total Neurological (hazard quotient),0.021488974802039
AR,05059,32923,Total Neurological (hazard quotient),0.023404157542958
AR,05061,13781,Total Neurological (hazard quotient),0.022958028197277
AR,05063,36647,Total Neurological (hazard quotient),0.023922782629736
AR,05065,13696,Total Neurological (hazard quotient),0.020841792580223
AR,05067,17997,Total Neurological (hazard quotient),0.024383378736989
AR,05069,77435,Total Neurological (hazard quotient),0.027246038312706
AR,05071,25540,Total Neurological (hazard quotient),0.02485618598108
AR,05073,7645,Total Neurological (hazard quotient),0.019367135582981
AR,05075,17415,Total Neurological (hazard quotient),0.022566993377961
AR,05077,10424,Total Neurological (hazard quotient),0.021306537261169
AR,05079,14134,Total Neurological (hazard quotient),0.020021295404662
AR,05081,13171,Total Neurological (hazard quotient),0.022535786062659
AR,05083,22353,Total Neurological (hazard quotient),0.023827004725768
AR,05085,68356,Total Neurological (hazard quotient),0.027776573424847
AR,05087,15717,Total Neurological (hazard quotient),0.018801268493241
AR,05089,16653,Total Neurological (hazard quotient),0.022006751140139
AR,05091,43462,Total Neurological (hazard quotient),0.025477718879525
AR,05093,46480,Total Neurological (hazard quotient),0.027510943711765
AR,05095,8149,Total Neurological (hazard quotient),0.022451292959447
AR,05097,9487,Total Neurological (hazard quotient),0.019560493055757
AR,05099,8997,Total Neurological (hazard quotient),0.019347841388938
AR,05101,8330,Total Neurological (hazard quotient),0.01876113427199
AR,05103,26120,Total Neurological (hazard quotient),0.024929627835597
AR,05105,10445,Total Neurological (hazard quotient),0.022001923906631
AR,05107,21757,Total Neurological (hazard quotient),0.023540685284668
AR,05109,11291,Total Neurological (hazard quotient),0.019074668328251
AR,05111,24583,Total Neurological (hazard quotient),0.023773289751468
AR,05113,20662,Total Neurological (hazard quotient),0.020113236465817
AR,05115,61754,Total Neurological (hazard quotient),0.03101419068614
AR,05117,8715,Total Neurological (hazard quotient),0.020716965619927
AR,05119,382748,Total Neurological (hazard quotient),0.032176128901924
AR,05121,17969,Total Neurological (hazard quotient),0.02216148385905
AR,05123,28258,Total Neurological (hazard quotient),0.022147388662122
AR,05125,107118,Total Neurological (hazard quotient),0.026733494818382
AR,05127,11233,Total Neurological (hazard quotient),0.019396398653245
AR,05129,8195,Total Neurological (hazard quotient),0.018855984250215
AR,05131,125744,Total Neurological (hazard quotient),0.03454895577451
AR,05133,17058,Total Neurological (hazard quotient),0.020791435285736
AR,05135,17264,Total Neurological (hazard quotient),0.020481825362281
AR,05137,12394,Total Neurological (hazard quotient),0.019980658495748
AR,05139,41639,Total Neurological (hazard quotient),0.054564968675467
AR,05141,17295,Total Neurological (hazard quotient),0.021065360648221
AR,05143,203065,Total Neurological (hazard quotient),0.030258271651248
AR,05145,77076,Total Neurological (hazard quotient),0.027864633531915
AR,05147,7260,Total Neurological (hazard quotient),0.022439300937873
AR,05149,22185,Total Neurological (hazard quotient),0.024547892649703
CA,06001,1510122,Total Neurological (hazard quotient),0.042618640708717
CA,06003,1175,Total Neurological (hazard quotient),0.011536749343859
CA,06005,38091,Total Neurological (hazard quotient),0.022928976983776
CA,06007,220000,Total Neurological (hazard quotient),0.02603406098708
CA,06009,45578,Total Neurological (hazard quotient),0.020564107733469
CA,06011,21419,Total Neurological (hazard quotient),0.023320854172884
CA,06013,1048991,Total Neurological (hazard quotient),0.09967607212491
CA,06015,28610,Total Neurological (hazard quotient),0.023057180395478
CA,06017,181058,Total Neurological (hazard quotient),0.02479752352849
CA,06019,930450,Total Neurological (hazard quotient),0.036614948610586
CA,06021,28122,Total Neurological (hazard quotient),0.024626777934032
CA,06023,134620,Total Neurological (hazard quotient),0.025410914008588
CA,06025,174528,Total Neurological (hazard quotient),0.02729264058048
CA,06027,18546,Total Neurological (hazard quotient),0.018604663621325
CA,06029,839631,Total Neurological (hazard quotient),0.027813713460319
CA,06031,152980,Total Neurological (hazard quotient),0.025591561567958
CA,06033,64665,Total Neurological (hazard quotient),0.021284017066956
CA,06035,34895,Total Neurological (hazard quotient),0.017237057169188
CA,06037,9818566,Total Neurological (hazard quotient),0.08235265741674
CA,06039,150865,Total Neurological (hazard quotient),0.033100022756722
CA,06041,252405,Total Neurological (hazard quotient),0.032974047864627
CA,06043,18251,Total Neurological (hazard quotient),0.017154931711963
CA,06045,87841,Total Neurological (hazard quotient),0.021283088489126
CA,06047,255793,Total Neurological (hazard quotient),0.030862412088861
CA,06049,9686,Total Neurological (hazard quotient),0.016376317015031
CA,06051,14202,Total Neurological (hazard quotient),0.01277724895437
CA,06053,415057,Total Neurological (hazard quotient),0.02836445070847
CA,06055,136484,Total Neurological (hazard quotient),0.033563878547978
CA,06057,98764,Total Neurological (hazard quotient),0.022061154993437
CA,06059,3010232,Total Neurological (hazard quotient),0.074655547794051
CA,06061,348432,Total Neurological (hazard quotient),0.032200421814707
CA,06063,20007,Total Neurological (hazard quotient),0.017261118578942
CA,06065,2189636,Total Neurological (hazard quotient),0.031757332889604
CA,06067,1418788,Total Neurological (hazard quotient),0.034478021900022
CA,06069,55269,Total Neurological (hazard quotient),0.024804761899269
CA,06071,2035208,Total Neurological (hazard quotient),0.037757874739962
CA,06073,3095308,Total Neurological (hazard quotient),0.037125615665254
CA,06075,805235,Total Neurological (hazard quotient),0.050009033962902
CA,06077,685303,Total Neurological (hazard quotient),0.032878926013547
CA,06079,269637,Total Neurological (hazard quotient),0.023726988456318
CA,06081,718451,Total Neurological (hazard quotient),0.031027136545482
CA,06083,423895,Total Neurological (hazard quotient),0.023568471746142
CA,06085,1781642,Total Neurological (hazard quotient),0.033274858954886
CA,06087,262382,Total Neurological (hazard quotient),0.032841247761055
CA,06089,177223,Total Neurological (hazard quotient),0.028816796566275
CA,06091,3240,Total Neurological (hazard quotient),0.01539171563053
CA,06093,44900,Total Neurological (hazard quotient),0.017906029983323
CA,06095,413342,Total Neurological (hazard quotient),0.060097787865324
CA,06097,483878,Total Neurological (hazard quotient),0.026336379873818
CA,06099,514453,Total Neurological (hazard quotient),0.032054864150764
CA,06101,94737,Total Neurological (hazard quotient),0.030312050868577
CA,06103,63463,Total Neurological (hazard quotient),0.025960503979559
CA,06105,13786,Total Neurological (hazard quotient),0.017546341250546
CA,06107,442179,Total Neurological (hazard quotient),0.02954965121456
CA,06109,55365,Total Neurological (hazard quotient),0.024560428257104
CA,06111,823318,Total Neurological (hazard quotient),0.028088851170891
CA,06113,200849,Total Neurological (hazard quotient),0.028536733766822
CA,06115,72155,Total Neurological (hazard quotient),0.03173645239396
CO,08001,441603,Total Neurological (hazard quotient),0.030167072941935
CO,08003,15445,Total Neurological (hazard quotient),0.01763819379255
CO,08005,572003,Total Neurological (hazard quotient),0.029009716672633
CO,08007,12084,Total Neurological (hazard quotient),0.016091251280197
CO,08009,3788,Total Neurological (hazard quotient),0.013823717639279
CO,08011,6499,Total Neurological (hazard quotient),0.017187925999607
CO,08013,294567,Total Neurological (hazard quotient),0.023563668073143
CO,08014,55889,Total Neurological (hazard quotient),0.025835449459523
CO,08015,17809,Total Neurological (hazard quotient),0.013518496494762
CO,08017,1836,Total Neurological (hazard quotient),0.013961572804924
CO,08019,9088,Total Neurological (hazard quotient),0.013353790246308
CO,08021,8256,Total Neurological (hazard quotient),0.013531083205158
CO,08023,3524,Total Neurological (hazard quotient),0.013056705788747
CO,08025,5823,Total Neurological (hazard quotient),0.014823673469509
CO,08027,4255,Total Neurological (hazard quotient),0.012573616379238
CO,08029,30952,Total Neurological (hazard quotient),0.017850608216739
CO,08031,600158,Total Neurological (hazard quotient),0.036220212346883
CO,08033,2064,Total Neurological (hazard quotient),0.014317927331459
CO,08035,285465,Total Neurological (hazard quotient),0.021143459520939
CO,08037,52197,Total Neurological (hazard quotient),0.01372634006636
CO,08039,23086,Total Neurological (hazard quotient),0.015589147172211
CO,08041,622263,Total Neurological (hazard quotient),0.021399502012225
CO,08043,46824,Total Neurological (hazard quotient),0.016643353680772
CO,08045,56389,Total Neurological (hazard quotient),0.017955501544184
CO,08047,5441,Total Neurological (hazard quotient),0.013392771436693
CO,08049,14843,Total Neurological (hazard quotient),0.013675855574392
CO,08051,15324,Total Neurological (hazard quotient),0.013712485689569
CO,08053,843,Total Neurological (hazard quotient),0.010604393812693
CO,08055,6711,Total Neurological (hazard quotient),0.013630737518658
CO,08057,1394,Total Neurological (hazard quotient),0.011806094740082
CO,08059,534543,Total Neurological (hazard quotient),0.025379749949285
CO,08061,1398,Total Neurological (hazard quotient),0.014116672216703
CO,08063,8270,Total Neurological (hazard quotient),0.015209766716302
CO,08065,7310,Total Neurological (hazard quotient),0.012596847408986
CO,08067,51334,Total Neurological (hazard quotient),0.014869608862697
CO,08069,299630,Total Neurological (hazard quotient),0.021203133771861
CO,08071,15507,Total Neurological (hazard quotient),0.014744485707393
CO,08073,5467,Total Neurological (hazard quotient),0.014730927733069
CO,08075,22709,Total Neurological (hazard quotient),0.017385285323376
CO,08077,146723,Total Neurological (hazard quotient),0.020759015275784
CO,08079,712,Total Neurological (hazard quotient),0.014936356157826
CO,08081,13795,Total Neurological (hazard quotient),0.01880436638871
CO,08083,25535,Total Neurological (hazard quotient),0.016555296907471
CO,08085,41276,Total Neurological (hazard quotient),0.018091378612742
CO,08087,28159,Total Neurological (hazard quotient),0.016633276523846
CO,08089,18831,Total Neurological (hazard quotient),0.016027095928469
CO,08091,4436,Total Neurological (hazard quotient),0.012494032276843
CO,08093,16206,Total Neurological (hazard quotient),0.014042649582303
CO,08095,4442,Total Neurological (hazard quotient),0.014985819174437
CO,08097,17148,Total Neurological (hazard quotient),0.014526393145405
CO,08099,12551,Total Neurological (hazard quotient),0.015914376611035
CO,08101,159063,Total Neurological (hazard quotient),0.027446355909482
CO,08103,6666,Total Neurological (hazard quotient),0.015822126147794
CO,08105,11982,Total Neurological (hazard quotient),0.0144611566896
CO,08107,23509,Total Neurological (hazard quotient),0.015821296161892
CO,08109,6108,Total Neurological (hazard quotient),0.012588552784702
CO,08111,699,Total Neurological (hazard quotient),0.012324083785791
CO,08113,7359,Total Neurological (hazard quotient),0.013485566129214
CO,08115,2379,Total Neurological (hazard quotient),0.014586243670312
CO,08117,27994,Total Neurological (hazard quotient),0.014323545852965
CO,08119,23350,Total Neurological (hazard quotient),0.016606698069194
CO,08121,4814,Total Neurological (hazard quotient),0.015223066425551
CO,08123,252815,Total Neurological (hazard quotient),0.028091067601366
CO,08125,10043,Total Neurological (hazard quotient),0.015482228219423
CT,09001,916826,Total Neurological (hazard quotient),0.039757812948202
CT,09003,894014,Total Neurological (hazard quotient),0.04478343454389
CT,09005,189927,Total Neurological (hazard quotient),0.02914089401527
CT,09007,165676,Total Neurological (hazard quotient),0.036568957967675
CT,09009,862477,Total Neurological (hazard quotient),0.039959912855276
CT,09011,274055,Total Neurological (hazard quotient),0.030302159694685
CT,09013,152691,Total Neurological (hazard quotient),0.032682081773184
CT,09015,118428,Total Neurological (hazard quotient),0.028712238217593
DE,10001,162310,Total Neurological (hazard quotient),0.033886108012494
DE,10003,538461,Total Neurological (hazard quotient),0.041246020668352
DE,10005,197145,Total Neurological (hazard quotient),0.025945510316236
DC,11001,601723,Total Neurological (hazard quotient),0.043660435320775
FL,12001,247336,Total Neurological (hazard quotient),0.029242685401846
FL,12003,27115,Total Neurological (hazard quotient),0.021122387814842
FL,12005,168852,Total Neurological (hazard quotient),0.023944761406213
FL,12007,28520,Total Neurological (hazard quotient),0.022776984947095
FL,12009,543376,Total Neurological (hazard quotient),0.024266446398958
FL,12011,1748065,Total Neurological (hazard quotient),0.030252548470503
FL,12013,14625,Total Neurological (hazard quotient),0.020193228085628
FL,12015,159978,Total Neurological (hazard quotient),0.021310257528554
FL,12017,141236,Total Neurological (hazard quotient),0.024408340973193
FL,12019,190865,Total Neurological (hazard quotient),0.025367554165536
FL,12021,321520,Total Neurological (hazard quotient),0.02238167775098
FL,12023,67531,Total Neurological (hazard quotient),0.025928784724299
FL,12027,34862,Total Neurological (hazard quotient),0.023060796212581
FL,12029,16422,Total Neurological (hazard quotient),0.020280134045878
FL,12031,864262,Total Neurological (hazard quotient),0.027561694664082
FL,12033,297619,Total Neurological (hazard quotient),0.028904852998269
FL,12035,95696,Total Neurological (hazard quotient),0.023224125751652
FL,12037,11549,Total Neurological (hazard quotient),0.01879823765822
FL,12039,46389,Total Neurological (hazard quotient),0.023396860783432
FL,12041,16939,Total Neurological (hazard quotient),0.020989629193142
FL,12043,12884,Total Neurological (hazard quotient),0.019262284569093
FL,12045,15863,Total Neurological (hazard quotient),0.020734761228404
FL,12047,14799,Total Neurological (hazard quotient),0.01939955880241
FL,12049,27731,Total Neurological (hazard quotient),0.020501968118271
FL,12051,39140,Total Neurological (hazard quotient),0.021533797045755
FL,12053,172778,Total Neurological (hazard quotient),0.024293234572637
FL,12055,98786,Total Neurological (hazard quotient),0.02240095577175
FL,12057,1226699,Total Neurological (hazard quotient),0.028655959340814
FL,12059,19927,Total Neurological (hazard quotient),0.021370893610022
FL,12061,138028,Total Neurological (hazard quotient),0.023768924040514
FL,12063,49746,Total Neurological (hazard quotient),0.021798823451447
FL,12065,14761,Total Neurological (hazard quotient),0.020342443154239
FL,12067,8870,Total Neurological (hazard quotient),0.019230016241942
FL,12069,297050,Total Neurological (hazard quotient),0.025098585784548
FL,12071,618754,Total Neurological (hazard quotient),0.022973151771165
FL,12073,275487,Total Neurological (hazard quotient),0.027930486420164
FL,12075,40801,Total Neurological (hazard quotient),0.021861870183978
FL,12077,8365,Total Neurological (hazard quotient),0.019460334626756
FL,12079,19224,Total Neurological (hazard quotient),0.021183717805093
FL,12081,322833,Total Neurological (hazard quotient),0.024578630788515
FL,12083,331298,Total Neurological (hazard quotient),0.027177178734275
FL,12085,146318,Total Neurological (hazard quotient),0.022597538485793
FL,12086,2496435,Total Neurological (hazard quotient),0.031530905851278
FL,12087,73090,Total Neurological (hazard quotient),0.018475527771387
FL,12089,73314,Total Neurological (hazard quotient),0.024541395388476
FL,12091,180822,Total Neurological (hazard quotient),0.023522147247076
FL,12093,39996,Total Neurological (hazard quotient),0.024312510309565
FL,12095,1145956,Total Neurological (hazard quotient),0.028947395141642
FL,12097,268685,Total Neurological (hazard quotient),0.026002745234527
FL,12099,1320134,Total Neurological (hazard quotient),0.024548269258759
FL,12101,464697,Total Neurological (hazard quotient),0.023852805250131
FL,12103,916541,Total Neurological (hazard quotient),0.028187292125854
FL,12105,602095,Total Neurological (hazard quotient),0.026178218182925
FL,12107,74364,Total Neurological (hazard quotient),0.024383743342535
FL,12109,190039,Total Neurological (hazard quotient),0.023908153960179
FL,12111,277789,Total Neurological (hazard quotient),0.022807865408159
FL,12113,151372,Total Neurological (hazard quotient),0.023406498306355
FL,12115,379448,Total Neurological (hazard quotient),0.022556465201674
FL,12117,422718,Total Neurological (hazard quotient),0.026828720518438
FL,12119,93420,Total Neurological (hazard quotient),0.02713762978913
FL,12121,41551,Total Neurological (hazard quotient),0.022641287086463
FL,12123,22566,Total Neurological (hazard quotient),0.022567794771801
FL,12125,15535,Total Neurological (hazard quotient),0.021856910815871
FL,12127,494593,Total Neurological (hazard quotient),0.028782497715516
FL,12129,30776,Total Neurological (hazard quotient),0.021234765614356
FL,12131,55043,Total Neurological (hazard quotient),0.020800791286703
FL,12133,24896,Total Neurological (hazard quotient),0.021203205618764
GA,13001,18236,Total Neurological (hazard quotient),0.0210238787052
GA,13003,8375,Total Neurological (hazard quotient),0.020466090444227
GA,13005,11096,Total Neurological (hazard quotient),0.021324690218397
GA,13007,3451,Total Neurological (hazard quotient),0.018834175845304
GA,13009,45720,Total Neurological (hazard quotient),0.02925502521616
GA,13011,18395,Total Neurological (hazard quotient),0.029059222317151
GA,13013,69367,Total Neurological (hazard quotient),0.033508563513228
GA,13015,100157,Total Neurological (hazard quotient),0.037784146108138
GA,13017,17634,Total Neurological (hazard quotient),0.022615517244372
GA,13019,19286,Total Neurological (hazard quotient),0.021551105153292
GA,13021,155538,Total Neurological (hazard quotient),0.032832004847517
GA,13023,13063,Total Neurological (hazard quotient),0.025378656558075
GA,13025,18411,Total Neurological (hazard quotient),0.019947960113681
GA,13027,16243,Total Neurological (hazard quotient),0.021382859195858
GA,13029,30233,Total Neurological (hazard quotient),0.023457056681622
GA,13031,70217,Total Neurological (hazard quotient),0.026470950446519
GA,13033,23316,Total Neurological (hazard quotient),0.024212680168545
GA,13035,23655,Total Neurological (hazard quotient),0.030950598202346
GA,13037,6694,Total Neurological (hazard quotient),0.020098043423866
GA,13039,50513,Total Neurological (hazard quotient),0.023604311291897
GA,13043,10998,Total Neurological (hazard quotient),0.022827884665533
GA,13045,110527,Total Neurological (hazard quotient),0.030666326576693
GA,13047,63942,Total Neurological (hazard quotient),0.036960571379598
GA,13049,12171,Total Neurological (hazard quotient),0.019994217449357
GA,13051,265128,Total Neurological (hazard quotient),0.031035776724808
GA,13053,11267,Total Neurological (hazard quotient),0.034051249482761
GA,13055,26007,Total Neurological (hazard quotient),0.028760582240017
GA,13057,214346,Total Neurological (hazard quotient),0.032822906015636
GA,13059,116714,Total Neurological (hazard quotient),0.034822616652098
GA,13061,3183,Total Neurological (hazard quotient),0.020633528549042
GA,13063,259424,Total Neurological (hazard quotient),0.038034159244566
GA,13065,6792,Total Neurological (hazard quotient),0.019354826256238
GA,13067,688078,Total Neurological (hazard quotient),0.040442433454483
GA,13069,42356,Total Neurological (hazard quotient),0.025657624480635
GA,13071,45498,Total Neurological (hazard quotient),0.025159178493824
GA,13073,124053,Total Neurological (hazard quotient),0.030992807654202
GA,13075,17212,Total Neurological (hazard quotient),0.023775807716817
GA,13077,127317,Total Neurological (hazard quotient),0.031252628072793
GA,13079,12630,Total Neurological (hazard quotient),0.024655837673795
GA,13081,23439,Total Neurological (hazard quotient),0.024231596892675
GA,13083,16633,Total Neurological (hazard quotient),0.024922383485136
GA,13085,22330,Total Neurological (hazard quotient),0.027397938709751
GA,13087,27842,Total Neurological (hazard quotient),0.022979002041765
GA,13089,691893,Total Neurological (hazard quotient),0.039784735628123
GA,13091,21796,Total Neurological (hazard quotient),0.023653122718357
GA,13093,14918,Total Neurological (hazard quotient),0.021835773506126
GA,13095,94565,Total Neurological (hazard quotient),0.027372175746927
GA,13097,132403,Total Neurological (hazard quotient),0.031597349577895
GA,13099,11008,Total Neurological (hazard quotient),0.020980612478134
GA,13101,4034,Total Neurological (hazard quotient),0.019091688963831
GA,13103,52250,Total Neurological (hazard quotient),0.026299621717944
GA,13105,20166,Total Neurological (hazard quotient),0.0259763837609
GA,13107,22598,Total Neurological (hazard quotient),0.023088832616622
GA,13109,11000,Total Neurological (hazard quotient),0.023078878006177
GA,13111,23682,Total Neurological (hazard quotient),0.02499318108212
GA,13113,106567,Total Neurological (hazard quotient),0.031110600487802
GA,13115,96317,Total Neurological (hazard quotient),0.034232667374266
GA,13117,175511,Total Neurological (hazard quotient),0.031023216892004
GA,13119,22084,Total Neurological (hazard quotient),0.029674381549711
GA,13121,920581,Total Neurological (hazard quotient),0.039317747018602
GA,13123,28292,Total Neurological (hazard quotient),0.024788371238102
GA,13125,3082,Total Neurological (hazard quotient),0.019858821092829
